P1,P2,T1,T2,N2,Ar,O2,a2_ref,a2_rival,d1_ref,d2_ref,d1_rival,d2_rival,H_ref,H_rival
70,70,68,68,0.5,0.5,0,0,0,32.78730213,32.78730213,32.78792106,32.78792106,0,0
70,70,68,70.04454961,0.5,0.5,0,0,0,32.78730213,32.55777027,32.78792106,32.55811565,224.7039727,137.6769618
70,70,70.04454961,72.20151826,0.5,0.5,0,0,0,32.55777027,32.30070358,32.55811565,32.30086273,200.075822,139.8447261
70,70,72.20151826,74.48170837,0.5,0.5,0,0,0,32.30070358,32.01468588,32.30086273,32.01473803,181.4654797,143.0874894
70,70,74.48170837,76.8974107,0.5,0.5,0,0,0,32.01468588,31.69773903,32.01473803,31.697757,168.2605318,147.4836921
70,70,76.8974107,79.46267512,0.5,0.5,0,0.737098593,0.678468665,31.69773903,0.147854541,31.697757,0.160562434,4558.401828,4287.528981
70,70,79.46267512,82.19364377,0.5,0.5,0,1,1,0.147854541,0.105196396,0.160562434,0.105194024,1735.833846,2137.404158
70,70,82.19364377,85.10896368,0.5,0.5,0,1,1,0.105196396,0.10132882,0.105194024,0.101326979,75.70240822,76.68515687
70,70,85.10896368,88.23030246,0.5,0.5,0,1,1,0.10132882,0.097507024,0.101326979,0.097505586,80.80762241,81.53853049
70,70,88.23030246,91.58299845,0.5,0.5,0,1,1,0.097507024,0.093725381,0.097505586,0.093724245,86.53359583,87.06157183
70,70,91.58299845,95.19688857,0.5,0.5,0,1,1,0.093725381,0.089978261,0.093724245,0.089977346,92.9941275,93.35707887
70,70,95.19688857,99.10737368,0.5,0.5,0,1,1,0.089978261,0.086259995,0.089977346,0.086259238,100.3294105,100.5578438
70,70,99.10737368,103.3568058,0.5,0.5,0,1,1,0.086259995,0.082564829,0.086259238,0.082564182,108.7140883,108.8333573
70,70,103.3568058,107.9963174,0.5,0.5,0,1,1,0.082564829,0.078886871,0.082564182,0.078886298,118.3683124,118.4000486
70,70,107.9963174,113.0882684,0.5,0.5,0,1,1,0.078886871,0.075220028,0.078886298,0.075219501,129.5731694,129.536209
70,70,113.0882684,118.7095703,0.5,0.5,0,1,1,0.075220028,0.071557922,0.075219501,0.071557423,142.6925914,142.6035895
70,70,118.7095703,124.9562822,0.5,0.5,0,1,1,0.071557922,0.067893801,0.071557423,0.067893316,158.2050935,158.0789439
70,70,124.9562822,131.9500886,0.5,0.5,0,1,1,0.067893801,0.064220406,0.067893316,0.064219927,176.7507642,176.6009007
70,70,131.9500886,139.8476356,0.5,0.5,0,1,1,0.064220406,0.060529821,0.064219927,0.060529344,199.2025762,199.0412028
70,70,139.8476356,148.8543261,0.5,0.5,0,1,1,0.060529821,0.056813265,0.060529344,0.056812789,226.7776685,226.6159495
70,70,148.8543261,159.2453004,0.5,0.5,0,1,1,0.056813265,0.05306082,0.056812789,0.053060346,261.2166536,261.0648771
70,70,159.2453004,171.3984319,0.5,0.5,0,1,1,0.05306082,0.049261056,0.053060346,0.049260587,305.0834258,304.9511356
70,70,171.3984319,185.8483024,0.5,0.5,0,1,1,0.049261056,0.045400499,0.049260587,0.045400039,362.2887029,362.1847496
70,70,185.8483024,203.3787513,0.5,0.5,0,1,1,0.045400499,0.041462864,0.045400039,0.041462418,439.0527818,438.9851607
70,70,203.3787513,225.1909242,0.5,0.5,0,1,1,0.041462864,0.037427874,0.041462418,0.037427448,545.7907196,545.7659269
70,70,225.1909242,253.2309977,0.5,0.5,0,1,1,0.037427874,0.03326938,0.037427448,0.033268981,701.1039912,701.1255955
70,70,253.2309977,290.8907277,0.5,0.5,0,1,1,0.03326938,0.028952157,0.033268981,0.028951792,941.1280305,941.1951178
70,70,290.8907277,344.7008089,0.5,0.5,0,1,1,0.028952157,0.024425947,0.028951792,0.024425625,1344.606249,1344.717512
70,70,344.7008089,429.2066067,0.5,0.5,0,1,1,0.024425947,0.019613047,0.024425625,0.019612769,2114.712212,2114.802273
70,70,429.2066067,585.450319,0.5,0.5,0,1,1,0.019613047,0.014377356,0.019612769,0.014377189,3940.125568,3940.456567
70,70,585.450319,1000,0.5,0.5,0,1,1,0.014377356,0.008417292,0.014377189,0.008417176,10812.89254,10812.94162
70,91.57805598,1000,68,0.5,0.5,0,0,0,0.008417292,32.78863653,0.008417176,32.78925544,-30532.88376,-30459.78322
91.57805598,91.57805598,68,70.04454961,0.5,0.5,0,0,0,32.78863653,32.55915626,32.78925544,32.55950155,224.6915898,137.6748898
91.57805598,91.57805598,70.04454961,72.20151826,0.5,0.5,0,0,0,32.55915626,32.30215002,32.55950155,32.302309,200.0635006,139.8411905
91.57805598,91.57805598,72.20151826,74.48170837,0.5,0.5,0,0,0,32.30215002,32.01620323,32.302309,32.01625509,181.452913,143.08236
91.57805598,91.57805598,74.48170837,76.8974107,0.5,0.5,0,0,0,32.01620323,31.69933988,32.01625509,31.69935742,168.2473584,147.4767619
91.57805598,91.57805598,76.8974107,79.46267512,0.5,0.5,0,0,0,31.69933988,31.34889496,31.69935742,31.34894647,159.9340277,153.1230382
91.57805598,91.57805598,79.46267512,82.19364377,0.5,0.5,0,0.915384012,0.867546436,31.34889496,0.151587296,31.34894647,0.159899062,5588.01136,5412.20592
91.57805598,91.57805598,82.19364377,85.10896368,0.5,0.5,0,1,1,0.151587296,0.133595923,0.159899062,0.133593521,606.2977147,920.2148076
91.57805598,91.57805598,85.10896368,88.23030246,0.5,0.5,0,1,1,0.133595923,0.128451976,0.133593521,0.128450213,81.7948976,82.82622185
91.57805598,91.57805598,88.23030246,91.58299845,0.5,0.5,0,1,1,0.128451976,0.123377118,0.128450213,0.123375827,87.49595869,88.22993637
91.57805598,91.57805598,91.58299845,95.19688857,0.5,0.5,0,1,1,0.123377118,0.118362351,0.123375827,0.118361398,93.92979706,94.42935824
91.57805598,91.57805598,95.19688857,99.10737368,0.5,0.5,0,1,1,0.118362351,0.11339878,0.118361398,0.113398061,101.2369311,101.5497773
91.57805598,91.57805598,99.10737368,103.3568058,0.5,0.5,0,1,1,0.11339878,0.108477543,0.113398061,0.10847698,109.5922859,109.756146
91.57805598,91.57805598,103.3568058,107.9963174,0.5,0.5,0,1,1,0.108477543,0.103589726,0.10847698,0.103589259,119.2162594,119.2620966
91.57805598,91.57805598,107.9963174,113.0882684,0.5,0.5,0,1,1,0.103589726,0.098726261,0.103589259,0.098725845,130.390156,130.3441643
91.57805598,91.57805598,113.0882684,118.7095703,0.5,0.5,0,1,1,0.098726261,0.093877816,0.098725845,0.09387742,143.478104,143.3629722
91.57805598,91.57805598,118.7095703,124.9562822,0.5,0.5,0,1,1,0.093877816,0.089034653,0.09387742,0.089034256,158.9587984,158.7945287
91.57805598,91.57805598,124.9562822,131.9500886,0.5,0.5,0,1,1,0.089034653,0.08418646,0.089034256,0.084186049,177.4724977,177.2769529
91.57805598,91.57805598,131.9500886,139.8476356,0.5,0.5,0,1,1,0.08418646,0.079322136,0.084186049,0.079321704,199.8923404,199.6816278
91.57805598,91.57805598,139.8476356,148.8543261,0.5,0.5,0,1,1,0.079322136,0.074429518,0.079321704,0.074429063,227.435635,227.2243927
91.57805598,91.57805598,148.8543261,159.2453004,0.5,0.5,0,1,1,0.074429518,0.069495013,0.074429063,0.069494538,261.8431752,261.6447963
91.57805598,91.57805598,159.2453004,171.3984319,0.5,0.5,0,1,1,0.069495013,0.064503105,0.069494538,0.064502614,305.6790602,305.5058598
91.57805598,91.57805598,171.3984319,185.8483024,0.5,0.5,0,1,1,0.064503105,0.059435655,0.064502614,0.059435155,362.8542533,362.7175332
91.57805598,91.57805598,185.8483024,203.3787513,0.5,0.5,0,1,1,0.059435655,0.054270886,0.059435155,0.054270386,439.589362,439.49924
91.57805598,91.57805598,203.3787513,225.1909242,0.5,0.5,0,1,1,0.054270886,0.04898184,0.054270386,0.048981349,546.2998592,546.2645844
91.57805598,91.57805598,225.1909242,253.2309977,0.5,0.5,0,1,1,0.04898184,0.043533913,0.048981349,0.043533442,701.5878083,701.6122364
91.57805598,91.57805598,253.2309977,290.8907277,0.5,0.5,0,1,1,0.043533913,0.037880652,0.043533442,0.037880213,941.5895251,941.6733632
91.57805598,91.57805598,290.8907277,344.7008089,0.5,0.5,0,1,1,0.037880652,0.031955963,0.037880213,0.031955567,1345.049774,1345.191299
91.57805598,91.57805598,344.7008089,429.2066067,0.5,0.5,0,1,1,0.031955963,0.025657851,0.031955567,0.025657499,2115.171304,2115.275889
91.57805598,91.57805598,429.2066067,585.450319,0.5,0.5,0,1,1,0.025657851,0.018807938,0.025657499,0.018807745,3940.534869,3940.934149
91.57805598,91.57805598,585.450319,1000,0.5,0.5,0,1,1,0.018807938,0.011011224,0.018807745,0.01101108,10813.34826,10813.42219
91.57805598,114.2772366,1000,68,0.5,0.5,0,0,0,0.011011224,32.7900398,0.01101108,32.79065868,-30532.60284,-30459.73665
114.2772366,114.2772366,68,70.04454961,0.5,0.5,0,0,0,32.7900398,32.56061377,32.79065868,32.56095896,224.6785699,137.6727144
114.2772366,114.2772366,70.04454961,72.20151826,0.5,0.5,0,0,0,32.56061377,32.30367108,32.56095896,32.30382986,200.0505462,139.837477
114.2772366,114.2772366,72.20151826,74.48170837,0.5,0.5,0,0,0,32.30367108,32.0177988,32.30382986,32.01785037,181.439702,143.0769714
114.2772366,114.2772366,74.48170837,76.8974107,0.5,0.5,0,0,0,32.0177988,31.7010232,32.01785037,31.70104031,168.233511,147.4694813
114.2772366,114.2772366,76.8974107,79.46267512,0.5,0.5,0,0,0,31.7010232,31.35068232,31.70104031,31.35073322,159.9190719,153.1135406
114.2772366,114.2772366,79.46267512,82.19364377,0.5,0.5,0,0.15175821,0.090726333,31.35068232,1.116886026,31.35073322,1.823919218,1021.168986,686.6194913
114.2772366,114.2772366,82.19364377,85.10896368,0.5,0.5,0,1,1,1.116886026,0.168107106,1.823919218,0.168104205,5156.388093,5628.489645
114.2772366,114.2772366,85.10896368,88.23030246,0.5,0.5,0,1,1,0.168107106,0.161488819,0.168104205,0.16148684,82.87860505,84.29502176
114.2772366,114.2772366,88.23030246,91.58299845,0.5,0.5,0,1,1,0.161488819,0.154980716,0.16148684,0.154979408,88.5466322,89.53576973
114.2772366,114.2772366,91.58299845,95.19688857,0.5,0.5,0,1,1,0.154980716,0.148568971,0.154979408,0.148568136,94.9464625,95.61110292
114.2772366,114.2772366,95.19688857,99.10737368,0.5,0.5,0,1,1,0.148568971,0.142240185,0.148568136,0.142239669,102.2188481,102.6322912
114.2772366,114.2772366,99.10737368,103.3568058,0.5,0.5,0,1,1,0.142240185,0.135981251,0.142239669,0.135980937,110.5389149,110.7561314
114.2772366,114.2772366,103.3568058,107.9963174,0.5,0.5,0,1,1,0.135981251,0.129779223,0.135980937,0.129779021,120.127236,120.1913885
114.2772366,114.2772366,107.9963174,113.0882684,0.5,0.5,0,1,1,0.129779223,0.123621157,0.129779021,0.123621003,131.2652709,131.2116331
114.2772366,114.2772366,113.0882684,118.7095703,0.5,0.5,0,1,1,0.123621157,0.117493953,0.123621003,0.117493801,144.3172887,144.175644
114.2772366,114.2772366,118.7095703,124.9562822,0.5,0.5,0,1,1,0.117493953,0.111384154,0.117493801,0.111383973,159.7621158,159.5582533
114.2772366,114.2772366,124.9562822,131.9500886,0.5,0.5,0,1,1,0.111384154,0.105277721,0.111383973,0.105277491,178.2401384,177.9968052
114.2772366,114.2772366,131.9500886,139.8476356,0.5,0.5,0,1,1,0.105277721,0.099159748,0.105277491,0.099159461,200.6246242,200.3621549
114.2772366,114.2772366,139.8476356,148.8543261,0.5,0.5,0,1,1,0.099159748,0.093014106,0.099159461,0.093013759,228.1330196,227.8697705
114.2772366,114.2772366,148.8543261,159.2453004,0.5,0.5,0,1,1,0.093014106,0.086822976,0.093013759,0.086822573,262.5062732,262.2589359
114.2772366,114.2772366,159.2453004,171.3984319,0.5,0.5,0,1,1,0.086822976,0.080566221,0.086822573,0.080565769,306.3086683,306.092488
114.2772366,114.2772366,171.3984319,185.8483024,0.5,0.5,0,1,1,0.080566221,0.074220503,0.080565769,0.074220013,363.451398,363.2802609
114.2772366,114.2772366,185.8483024,203.3787513,0.5,0.5,0,1,1,0.074220503,0.067758009,0.074220013,0.067757494,440.1553716,440.0416288
114.2772366,114.2772366,203.3787513,225.1909242,0.5,0.5,0,1,1,0.067758009,0.061144519,0.067757494,0.061143993,546.8364772,546.7902198
114.2772366,114.2772366,225.1909242,253.2309977,0.5,0.5,0,1,1,0.061144519,0.054336318,0.061143993,0.054335797,702.097378,702.124813
114.2772366,114.2772366,253.2309977,290.8907277,0.5,0.5,0,1,1,0.054336318,0.047274948,0.054335797,0.047274448,942.0752999,942.1767855
114.2772366,114.2772366,290.8907277,344.7008089,0.5,0.5,0,1,1,0.047274948,0.039877473,0.047274448,0.039877013,1345.516417,1345.689791
114.2772366,114.2772366,344.7008089,429.2066067,0.5,0.5,0,1,1,0.039877473,0.032016173,0.039877013,0.032015751,2115.654162,2115.774033
114.2772366,114.2772366,429.2066067,585.450319,0.5,0.5,0,1,1,0.032016173,0.023468031,0.032015751,0.023467823,3940.96526,3941.436366
114.2772366,114.2772366,585.450319,1000,0.5,0.5,0,1,1,0.023468031,0.01373954,0.023467823,0.01373937,10813.82746,10813.92754
114.2772366,138.2358044,1000,68,0.5,0.5,0,0,0,0.01373954,32.79152042,0.01373937,32.79213928,-30532.30547,-30459.68637
138.2358044,138.2358044,68,70.04454961,0.5,0.5,0,0,0,32.79152042,32.5621516,32.79213928,32.56249668,224.6648345,137.670423
138.2358044,138.2358044,70.04454961,72.20151826,0.5,0.5,0,0,0,32.5621516,32.30527591,32.56249668,32.3054345,200.0368811,139.8335637
138.2358044,138.2358044,72.20151826,74.48170837,0.5,0.5,0,0,0,32.30527591,32.01948222,32.3054345,32.01953347,181.4257675,143.0712921
138.2358044,138.2358044,74.48170837,76.8974107,0.5,0.5,0,0,0,32.01948222,31.70279915,32.01953347,31.70281579,168.218907,147.4618075
138.2358044,138.2358044,76.8974107,79.46267512,0.5,0.5,0,0,0,31.70279915,31.35256796,31.70281579,31.35261822,159.9033008,153.1035301
138.2358044,138.2358044,79.46267512,82.19364377,0.5,0.5,0,0,0,31.35256796,30.96525711,31.35261822,30.96540685,156.0692383,160.1249358
138.2358044,138.2358044,82.19364377,85.10896368,0.5,0.5,0,0.589291426,0.540943029,30.96525711,0.346558817,30.96540685,0.377141956,3531.905052,3322.561577
138.2358044,138.2358044,85.10896368,88.23030246,0.5,0.5,0,1,1,0.346558817,0.196921146,0.377141956,0.196919132,2555.678127,2899.628024
138.2358044,138.2358044,88.23030246,91.58299845,0.5,0.5,0,1,1,0.196921146,0.188813128,0.196919132,0.188812003,89.70117643,91.0156876
138.2358044,138.2358044,91.58299845,95.19688857,0.5,0.5,0,1,1,0.188813128,0.180851623,0.188812003,0.180851114,96.05774378,96.92713476
138.2358044,138.2358044,95.19688857,99.10737368,0.5,0.5,0,1,1,0.180851623,0.173016909,0.180851114,0.173016805,103.2871536,103.8233243
138.2358044,138.2358044,99.10737368,103.3568058,0.5,0.5,0,1,1,0.173016909,0.165290068,0.173016805,0.165290206,111.5645941,111.8470237
138.2358044,138.2358044,103.3568058,107.9963174,0.5,0.5,0,1,1,0.165290068,0.157652749,0.165290206,0.157653007,121.1106955,121.1989023
138.2358044,138.2358044,107.9963174,113.0882684,0.5,0.5,0,1,1,0.157652749,0.150086935,0.157653007,0.150087223,132.2069726,132.1477342
138.2358044,138.2358044,113.0882684,118.7095703,0.5,0.5,0,1,1,0.150086935,0.142574691,0.150087223,0.142574948,145.2177498,145.0493925
138.2358044,138.2358044,118.7095703,124.9562822,0.5,0.5,0,1,1,0.142574691,0.135097896,0.142574948,0.135098079,160.6219124,160.3769061
138.2358044,138.2358044,124.9562822,131.9500886,0.5,0.5,0,1,1,0.135097896,0.127637931,0.135098079,0.127638014,179.0599118,178.7664672
138.2358044,138.2358044,131.9500886,139.8476356,0.5,0.5,0,1,1,0.127637931,0.120175307,0.127638014,0.120175279,201.4050926,201.0881683
138.2358044,138.2358044,139.8476356,148.8543261,0.5,0.5,0,1,1,0.120175307,0.112689215,0.120175279,0.112689074,228.8749946,228.5569551
138.2358044,138.2358044,148.8543261,159.2453004,0.5,0.5,0,1,1,0.112689215,0.105156939,0.112689074,0.105156691,263.2106849,262.911745
138.2358044,138.2358044,159.2453004,171.3984319,0.5,0.5,0,1,1,0.105156939,0.097553077,0.105156691,0.097552733,306.9766016,306.7151178
138.2358044,138.2358044,171.3984319,185.8483024,0.5,0.5,0,1,1,0.097553077,0.089848463,0.097552733,0.089848039,364.084146,363.876739
138.2358044,138.2358044,185.8483024,203.3787513,0.5,0.5,0,1,1,0.089848463,0.082008608,0.089848039,0.082008122,440.7545156,440.6158949
138.2358044,138.2358044,203.3787513,225.1909242,0.5,0.5,0,1,1,0.082008608,0.073991353,0.082008122,0.073990825,547.4040106,547.3462095
138.2358044,138.2358044,225.1909242,253.2309977,0.5,0.5,0,1,1,0.073991353,0.065743123,0.073990825,0.065742576,702.635904,702.6665525
138.2358044,138.2358044,253.2309977,290.8907277,0.5,0.5,0,1,1,0.065743123,0.057192567,0.065742576,0.057192024,942.5883624,942.7085034
138.2358044,138.2358044,290.8907277,344.7008089,0.5,0.5,0,1,1,0.057192567,0.048238766,0.057192024,0.048238253,1346.009031,1346.216037
138.2358044,138.2358044,344.7008089,429.2066067,0.5,0.5,0,1,1,0.048238766,0.038726653,0.048238253,0.038726164,2116.163713,2116.299726
138.2358044,138.2358044,429.2066067,585.450319,0.5,0.5,0,1,1,0.038726653,0.028385909,0.038726164,0.028385697,3941.419333,3941.966247
138.2358044,138.2358044,585.450319,1000,0.5,0.5,0,1,1,0.028385909,0.016618794,0.028385697,0.016618601,10814.33302,10814.46071
138.2358044,163.6187513,1000,68,0.5,0.5,0,0,0,0.016618794,32.79308851,0.016618601,32.79370733,-30531.98941,-30459.63176
163.6187513,163.6187513,68,70.04454961,0.5,0.5,0,0,0,32.79308851,32.56378023,32.79370733,32.56412521,224.6502905,137.6680006
163.6187513,163.6187513,70.04454961,72.20151826,0.5,0.5,0,0,0,32.56378023,32.30697547,32.56412521,32.30713385,200.0224127,139.8294247
163.6187513,163.6187513,72.20151826,74.48170837,0.5,0.5,0,0,0,32.30697547,32.02126496,32.30713385,32.02131587,181.4110153,143.0652843
163.6187513,163.6187513,74.48170837,76.8974107,0.5,0.5,0,0,0,32.02126496,31.70467982,32.02131587,31.70469598,168.2034477,147.4536894
163.6187513,163.6187513,76.8974107,79.46267512,0.5,0.5,0,0,0,31.70467982,31.35456472,31.70469598,31.3546143,159.8866083,153.0929401
163.6187513,163.6187513,79.46267512,82.19364377,0.5,0.5,0,0,0,31.35456472,30.96739283,31.3546143,30.96754166,156.0506252,160.1113415
163.6187513,163.6187513,82.19364377,85.10896368,0.5,0.5,0,0,0,30.96739283,30.53849222,30.96754166,30.53880641,156.3974377,168.6811513
163.6187513,163.6187513,85.10896368,88.23030246,0.5,0.5,0,1,1,30.53849222,0.235121064,30.53880641,0.235119303,5913.134558,6034.954582
163.6187513,163.6187513,88.23030246,91.58299845,0.5,0.5,0,1,1,0.235121064,0.225212325,0.235119303,0.225211669,90.97930488,92.71986939
163.6187513,163.6187513,91.58299845,95.19688857,0.5,0.5,0,1,1,0.225212325,0.21551851,0.225211669,0.215518608,97.28073431,98.41027905
163.6187513,163.6187513,95.19688857,99.10737368,0.5,0.5,0,1,1,0.21551851,0.206010987,0.215518608,0.206011564,104.4567763,105.1459883
163.6187513,163.6187513,99.10737368,103.3568058,0.5,0.5,0,1,1,0.206010987,0.196662824,0.206011564,0.196663669,112.6824506,113.0461472
163.6187513,163.6187513,103.3568058,107.9963174,0.5,0.5,0,1,1,0.196662824,0.187448391,0.196663669,0.187449346,122.1782551,122.2983116
163.6187513,163.6187513,107.9963174,113.0882684,0.5,0.5,0,1,1,0.187448391,0.178342976,0.187449346,0.178343925,133.2256033,133.1637066
163.6187513,163.6187513,113.0882684,118.7095703,0.5,0.5,0,1,1,0.178342976,0.169322407,0.178343925,0.169323269,146.1887453,145.9937427
163.6187513,163.6187513,118.7095703,124.9562822,0.5,0.5,0,1,1,0.169322407,0.160362663,0.169323269,0.160363386,161.5465173,161.2587444
163.6187513,163.6187513,124.9562822,131.9500886,0.5,0.5,0,1,1,0.160362663,0.151439452,0.160363386,0.151440004,179.9393462,179.593218
163.6187513,163.6187513,131.9500886,139.8476356,0.5,0.5,0,1,1,0.151439452,0.142527727,0.151440004,0.142528094,202.2405783,201.8661688
163.6187513,163.6187513,139.8476356,148.8543261,0.5,0.5,0,1,1,0.142527727,0.133601107,0.142528094,0.133601288,229.6677851,229.2918147
163.6187513,163.6187513,148.8543261,159.2453004,0.5,0.5,0,1,1,0.133601107,0.124631154,0.133601288,0.124631158,263.9621014,263.6085706
163.6187513,163.6187513,159.2453004,171.3984319,0.5,0.5,0,1,1,0.124631154,0.115586425,0.124631158,0.115586269,307.6880799,307.3786656
163.6187513,163.6187513,171.3984319,185.8483024,0.5,0.5,0,1,1,0.115586425,0.106431169,0.115586269,0.106430875,364.7572999,364.5115287
163.6187513,163.6187513,185.8483024,203.3787513,0.5,0.5,0,1,1,0.106431169,0.097123467,0.106430875,0.097123061,441.3912278,441.2263088
163.6187513,163.6187513,203.3787513,225.1909242,0.5,0.5,0,1,1,0.097123467,0.087612429,0.097123061,0.087611939,548.0065684,547.9365902
163.6187513,163.6187513,225.1909242,253.2309977,0.5,0.5,0,1,1,0.087612429,0.077833751,0.087611939,0.077833208,703.2072138,703.2413106
163.6187513,163.6187513,253.2309977,290.8907277,0.5,0.5,0,1,1,0.077833751,0.067702166,0.077833208,0.0677016,943.1323036,943.2722407
163.6187513,163.6187513,290.8907277,344.7008089,0.5,0.5,0,1,1,0.067702166,0.057097468,0.0677016,0.057096913,1346.531021,1346.773677
163.6187513,163.6187513,344.7008089,429.2066067,0.5,0.5,0,1,1,0.057097468,0.045835395,0.057096913,0.045834843,2116.703448,2116.856573
163.6187513,163.6187513,429.2066067,585.450319,0.5,0.5,0,1,1,0.045835395,0.033595305,0.045834843,0.033595106,3941.900181,3942.527407
163.6187513,163.6187513,585.450319,1000,0.5,0.5,0,1,1,0.033595305,0.019668741,0.033595106,0.019668528,10814.8684,10815.02533
163.6187513,190.625,1000,68,0.5,0.5,0,0,0,0.019668741,32.79475624,0.019668528,32.79537503,-30531.65191,-30459.57206
190.625,190.625,68,70.04454961,0.5,0.5,0,0,0,32.79475624,32.56551232,32.79537503,32.56585718,224.6348251,137.6654293
190.625,190.625,70.04454961,72.20151826,0.5,0.5,0,0,0,32.56551232,32.30878295,32.56585718,32.30894111,200.0070292,139.825029
190.625,190.625,72.20151826,74.48170837,0.5,0.5,0,0,0,32.30878295,32.02316085,32.30894111,32.02321141,181.3953317,143.0589028
190.625,190.625,74.48170837,76.8974107,0.5,0.5,0,0,0,32.02316085,31.70667979,32.02321141,31.70669543,168.1870143,147.4450657
190.625,190.625,76.8974107,79.46267512,0.5,0.5,0,0,0,31.70667979,31.35668806,31.70669543,31.35673692,159.8688665,153.0816904
190.625,190.625,79.46267512,82.19364377,0.5,0.5,0,0,0,31.35668806,30.96966384,31.35673692,30.96981168,156.0308452,160.0969011
190.625,190.625,82.19364377,85.10896368,0.5,0.5,0,0,0,30.96966384,30.5409423,30.96981168,30.54125518,156.3746191,168.6626849
190.625,190.625,85.10896368,88.23030246,0.5,0.5,0,0.545357247,0.503112556,30.5409423,0.503142831,30.54125518,0.544613515,3221.371827,3044.164152
190.625,190.625,88.23030246,91.58299845,0.5,0.5,0,1,1,0.503142831,0.264596057,0.544613515,0.264596283,2764.642626,3065.197457
190.625,190.625,91.58299845,95.19688857,0.5,0.5,0,1,1,0.264596057,0.252948991,0.264596283,0.252950075,98.63722587,100.1049064
190.625,190.625,95.19688857,99.10737368,0.5,0.5,0,1,1,0.252948991,0.241568345,0.252950075,0.241569952,105.7465748,106.6306063
190.625,190.625,99.10737368,103.3568058,0.5,0.5,0,1,1,0.241568345,0.230416055,0.241569952,0.230417928,113.9089381,114.3757442
190.625,190.625,103.3568058,107.9963174,0.5,0.5,0,1,1,0.230416055,0.219456598,0.230417928,0.219458542,123.3443792,123.5068948
190.625,190.625,107.9963174,113.0882684,0.5,0.5,0,1,1,0.219456598,0.208656359,0.219458542,0.208658234,134.3339677,134.2735888
190.625,190.625,113.0882684,118.7095703,0.5,0.5,0,1,1,0.208656359,0.197983048,0.208658234,0.197984754,147.2416832,147.0204926
190.625,190.625,118.7095703,124.9562822,0.5,0.5,0,1,1,0.197983048,0.187405122,0.197984754,0.187406596,162.5461531,162.2139327
190.625,190.625,124.9562822,131.9500886,0.5,0.5,0,1,1,0.187405122,0.1768912,0.187406596,0.176892405,180.88765,180.4859774
190.625,190.625,131.9500886,139.8476356,0.5,0.5,0,1,1,0.1768912,0.166409424,0.176892405,0.166410345,203.1394154,202.7040945
190.625,190.625,139.8476356,148.8543261,0.5,0.5,0,1,1,0.166409424,0.155926722,0.166410345,0.155927361,230.5189657,230.0814949
190.625,190.625,148.8543261,159.2453004,0.5,0.5,0,1,1,0.155926722,0.145407914,0.155927361,0.145408285,264.7674337,264.3559098
190.625,190.625,159.2453004,171.3984319,0.5,0.5,0,1,1,0.145407914,0.134814561,0.145408285,0.134814689,308.4494312,308.0890941
190.625,190.625,171.3984319,185.8483024,0.5,0.5,0,1,1,0.134814561,0.124103418,0.134814689,0.124103332,365.476674,365.1901532
190.625,190.625,185.8483024,203.3787513,0.5,0.5,0,1,1,0.124103418,0.113224228,0.124103332,0.113223963,442.0708695,441.8780351
190.625,190.625,203.3787513,225.1909242,0.5,0.5,0,1,1,0.113224228,0.10211644,0.113223963,0.102116034,548.6491149,548.5662394
190.625,190.625,225.1909242,253.2309977,0.5,0.5,0,1,1,0.10211644,0.090704,0.102116034,0.090703493,703.8159277,703.8537421
190.625,190.625,253.2309977,290.8907277,0.5,0.5,0,1,1,0.090704,0.078886537,0.090703493,0.078885971,943.7114555,943.87249
190.625,190.625,290.8907277,344.7008089,0.5,0.5,0,1,1,0.078886537,0.066523057,0.078885971,0.066522475,1347.086496,1347.367101
190.625,190.625,344.7008089,429.2066067,0.5,0.5,0,1,1,0.066523057,0.05339798,0.066522475,0.053397368,2117.277576,2117.448918
190.625,190.625,429.2066067,585.450319,0.5,0.5,0,1,1,0.05339798,0.039136885,0.053397368,0.039136718,3942.411531,3943.124202
190.625,190.625,585.450319,1000,0.5,0.5,0,1,1,0.039136885,0.022913193,0.039136718,0.022912964,10815.43773,10815.62578
190.625,219.4971572,1000,68,0.5,0.5,0,0,0,0.022913193,32.79653847,0.022912964,32.79715723,-30531.28961,-30459.50629
219.4971572,219.4971572,68,70.04454961,0.5,0.5,0,0,0,32.79653847,32.56736329,32.79715723,32.56770803,224.6183013,137.6626871
219.4971572,219.4971572,70.04454961,72.20151826,0.5,0.5,0,0,0,32.56736329,32.31071444,32.56770803,32.31087237,199.9905944,139.8203386
219.4971572,219.4971572,72.20151826,74.48170837,0.5,0.5,0,0,0,32.31071444,32.02518675,32.31087237,32.02523693,181.3785783,143.052092
219.4971572,219.4971572,74.48170837,76.8974107,0.5,0.5,0,0,0,32.02518675,31.70881683,32.02523693,31.70883192,168.1694623,147.4358615
219.4971572,219.4971572,76.8974107,79.46267512,0.5,0.5,0,0,0,31.70881683,31.35895683,31.70883192,31.35900492,159.8499198,153.0696836
219.4971572,219.4971572,79.46267512,82.19364377,0.5,0.5,0,0,0,31.35895683,30.97209026,31.35900492,30.97223707,156.0097252,160.0814896
219.4971572,219.4971572,82.19364377,85.10896368,0.5,0.5,0,0,0,30.97209026,30.54355989,30.97223707,30.54387138,156.3502594,168.6429784
